,Description,Image_url
700,Easy-iron shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c7/35/c735ec8bf0fff96c373f92a398ab65e828342c27.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
701,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/55/68/55681c26c8f2f2c17eca9e752690f547a5d639bc.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
702,Short-sleeve shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/64/0a/640a08437b96142f04617e0e830d7c344ae9b115.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
703,Linen grandad shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a1/89/a1895bfb069b46b452123c7b7f187bf19f2c8bdc.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
704,Piqué shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/9b/58/9b5816fef0d061cf5ad31fbacdb461d0aaaffb46.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
705,Short-sleeved cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/29/f6/29f6aa8098ee64952caa25f3e8e6962cdf413811.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
706,Shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/36/a5/36a563f3eb4593b880d1ceec1d742fb788d1a54a.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
707,Patterned cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b6/38/b6385b17e9c34cddf3b23ad425cdf22075ccd297.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
708,Pima cotton piqué shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/fd/97/fd97cb1eccee4001d42d026730ba485325dd7c9c.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
709,Stretch shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/81/d8/81d80e219af78b4cf4c14a1d12eca01edccb6032.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
710,Premium cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/9f/51/9f5199577f8f60909d0a62dfafd8ec9d3d866466.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
711,Cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/ca/59/ca595f8d2f2165dbe2c2f9b1a3412e73ce324150.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
712,Cotton flannel shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b6/32/b632f235a786c94680366fcd39e30986b5b6d060.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
713,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b5/c3/b5c3e6cbdfd8b0cc0fe9fe17be80d09f1ace8894.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
714,Stretch shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/70/b07013e4cb2bba13db001bc860056c775c91122d.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
715,Linen-blend shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/8b/8a/8b8a62d87f5edefe1addaa611f10975f5ce2a53e.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
716,Premium cotton poplin shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/4a/7b/4a7b48d347bd7a1206ce167d45c67bbfd3405eb6.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
717,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a0/0a/a00a530e2dc8e8fb1c03096a4c23635b7325e21b.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
718,Premium cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/25/4b/254b517790d7d2a091122e3191cd6ea950f3add2.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
719,Cotton-blend shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0b/65/0b65977286819b7b5d7b8e96850c865520c054e5.jpg],origin[dam],category[men_shirts_dressed],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
720,Viscose shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f0/5d/f05dc68bff139504b7daaa796596e59c16009f0a.jpg],origin[dam],category[men_shirts_longsleeved],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
721,2-pack easy-iron shirtsModel,"http://lp2.hm.com/hmgoepprod?set=source[/f5/1f/f51fbb86b679ae38d1eff2cb2c60002d42a54a37.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
722,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/10/f1104373ab4d0b80e58d83f194971d7f9fd17d39.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
723,Grandad shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f7/41/f741a23d3e8c83e3e0dec16852582fb66cd067a0.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
724,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/dd/ce/ddce7110b4625a1fc0a3c01e39675cc4a0f42d2f.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
725,Premium cotton grandad shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b9/a9/b9a9f79aebd8e16542bd2c36b04b5160093282ad.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
726,Premium cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b1/dc/b1dc76d938b22314bca6193f3993105c959c8799.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
727,Shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/75/c9/75c98d9660e8f05130dca0d4853186d2701a0373.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
728,Stretch shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/28/b5/28b54c9b0b8ac1b2b2ffd51624f5224c3f861b25.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
729,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f3/e4/f3e4c2d40ceac80d96256ade20aa41a7962e68f8.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
730,Stretch shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a8/bf/a8bf5a128b90dd3b13105959c6b7e35e4cff85b2.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
731,Stretch shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/bf/64/bf64a2a0f0f61995756c8499effc89f19fc79663.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
732,Oxford shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/11/f2/11f2aa7a0e236cba721f1144104594f75d66f52f.jpg],origin[dam],category[men_shirt_dressed_regularfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
733,Linen shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/d1/36/d1363ac1ee3c74e7627e36e3707a0047ddf311fc.jpg],origin[dam],category[men_shirts_casual],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
734,Oxford shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/9c/52/9c52b5287c928f6a8f36cc0c67c61962d4301663.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
735,Oxford shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/cd/00/cd000582c392a4c2f99eba893f62978790c56d1c.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
736,Premium cotton poplin shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/dc/69/dc69f9a5c65f28009caa28767a05d938575287c1.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
737,Stretch shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/42/6a/426ac57edd61d171dd08d51436dab05674255f4a.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
738,Viscose shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/42/fe42334676170f0e71125253bc22388385b8739d.jpg],origin[dam],category[men_shirts_casual],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
739,Premium cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/10/a0/10a0330f4e44e050f4e5eed550563ce17e443247.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
740,Linen resort shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3e/3f/3e3f1a5fcd2c32c16f278d6f4bb3d922b48a4853.jpg],origin[dam],category[men_shirts_shortsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
741,Dress shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/4b/d6/4bd66269380a5c7b8d3153d2fdb496b36739e1a3.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
742,Stretch shirt Slim fitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ea/11/ea11e7f26d535b188fa67b98d7ea6cf91dfd2c72.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
743,Premium cotton shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/18/3e/183edeea7a47e2a776e22e9833b5a81d5cf0bdb1.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
744,Oxford shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/09/b5/09b5ad7058ba3bf48653d8fcbacee88eb9c3d888.jpg],origin[dam],category[men_shirt_dressed_slimfit],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
745,Linen-blend shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b4/c4/b4c4d9fe928c3312c1bac00450d060004ce26708.jpg],origin[dam],category[men_shirts_denim],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
746,Stretch shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/34/6f/346f42b1baeefba3e39713d3c43ec7e554174dc3.jpg],origin[dam],category[men_shirts_longsleeved],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
747,Zipped topModel,"http://lp2.hm.com/hmgoepprod?set=source[/13/6b/136bcb679969c051e326255a208e1ec11f8e61b4.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
748,V-neck merino wool jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/ea/f9/eaf93130ce264793c2c147f6f253f24b145e0aad.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
749,Zipped cardiganModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/da/feda23861fccf2a213a678c838c4bd8335cf3d57.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
750,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/cc/83/cc832c899770a1aa1c0cc7ba4f4002dd87428a77.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
751,Merino wool jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/96/ac/96ac5c09797ffbaeb2b88bf30a723ca4abc1a546.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
752,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/7a/a6/7aa644276fb84f7dfa0d922b8f9ed7c4cdd4dc0e.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
753,V-neck cotton jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/e8/5b/e85b9a6f89af5ab00aa8ef524ca7b4859ab5415e.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
754,V-neck cotton jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/c2/84/c284613cfe95b5788cd502b7196a2211adbe16a3.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
755,V-neck merino wool jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/03/f3/03f39d898a6bcff752eee55ddb315c2aee4a86b7.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
756,Cotton cardiganModel,"http://lp2.hm.com/hmgoepprod?set=source[/e5/c2/e5c232441e21611aa77df78ada1110a4f4061d24.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
757,V-neck merino wool jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/6c/99/6c9934145cd8c277d55816ee4f23d0f0a165416c.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
758,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/62/d2/62d225d0b5386056b22a159d822581a49c99a344.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
759,Fine-knit cotton jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/db/73/db73e5411dc02dac02d650f69724a2070f74c16e.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
760,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/74/ca/74cacf47505cc549779e75f1d9e3bb64071bceba.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
761,Purl-knit jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/a4/a2/a4a26738d7e4d891ac19b2f7b3caecb05d26925d.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
762,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/1a/f11a78735cd65738f2e62e58f2b41c3911130d9b.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
763,V-neck merino wool jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/87/0a87e776510415f13984d2db1c4ca2c0a83b01d8.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
764,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/b6/56/b65617ab2401597ce105df093b6c64aa09298898.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
765,Rib-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/2e/d2/2ed22b2a4a332a9f1a4160bd2014bf13b33cdc4a.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
766,Zipped topModel,"http://lp2.hm.com/hmgoepprod?set=source[/9f/1a/9f1ab4e9023ce844905376e7754a5e66cc5d9046.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
767,Zipped cardiganModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/dc/dedcb3bd613ee2cbe4132ce32064f833348dc59d.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
768,Zipped cardiganModel,"http://lp2.hm.com/hmgoepprod?set=source[/65/4e/654e24d1cc2788b48614a0d61b2258cb1e077472.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
769,Premium cotton polo-neckModel,"http://lp2.hm.com/hmgoepprod?set=source[/da/62/da621f43b89675cb8c6d53691a0e6d13e62bff8d.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
770,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/36/81/3681721bdf930feadb4162b7a1ae4e8f4d231195.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
771,Rib-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/f0/65/f0657786d5e956da7f9b80f6e5a5770ff3a37bee.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
772,Wool-blend polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/fa/8b/fa8b0ed9bdb94969990cde52c22f3d128c2b4839.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
773,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/ec/0c/ec0c29b54828e8e5a20fe98f07558492ef5522a4.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
774,Knitted polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/fd/41/fd41f385c32a217e3a1d58f74dcbc265676117df.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
775,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/11/e4/11e4f034efc73d4d2cd95f193f0f582c6493d91a.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
776,Fine-knit polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/43/50/43508250938b73bf6f458aedbb79389889aaa39b.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
777,Premium cotton polo-neckModel,"http://lp2.hm.com/hmgoepprod?set=source[/9b/ce/9bce87b815c0097e54c0d7dc4cb56592c9f2a89e.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
778,Premium cotton polo-neckModel,"http://lp2.hm.com/hmgoepprod?set=source[/b6/a2/b6a2b229e44450e8354ce08e667ab4656cdc7dda.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
779,Wool-blend polo-neck jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/6f/44/6f440fff8c2b18e394534dca392be83a636c566e.jpg],origin[dam],category[men_cardigansjumpers_turtleneck],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
780,Premium cotton polo-neckModel,"http://lp2.hm.com/hmgoepprod?set=source[/4f/5a/4f5a4fdc4261f5df647c0bcb4763a6a89b64500e.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
781,Fine-knit jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/f2/01/f20179e74994e6ffbf5481e33c00277596886095.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
782,Jacquard-knit slipoverModel,"http://lp2.hm.com/hmgoepprod?set=source[/7a/fc/7afcdcb724f83c452cd485ec45be67091e829a3c.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
783,Wool-blend cardiganModel,"http://lp2.hm.com/hmgoepprod?set=source[/84/5f/845f5795ed6f139d6fe1fac4dd30caae0abb716d.jpg],origin[dam],category[men_cardigansjumpers_cardigans],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
784,Jacquard-knit jumperModel,"http://lp2.hm.com/hmgoepprod?set=source[/30/6d/306d72bc535693f790f2f51d0c4afb0e429b695d.jpg],origin[dam],category[men_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
